feature_1,feature_3,feature_4,feature_7,category_1_encoded,category_2_Region B,category_2_Region C,feature_6_div_feature_8,cube_feature_5,target
0.488558102914135,-0.437471754089614,0.41083406679547,-1.21868098219217,2,0,1,1.04615947602222,2.53332987212414,1
-0.134837377264765,-0.000293297553363641,0.20120782536637,-1.25531501059921,1,0,0,1.36575156403516,1.8348112199624,0
0.636778485302921,-0.515016276843452,0.838285035647466,1.11325663013822,3,0,1,1.39456765426269,-0.0791017454801864,1
1.49615224492007,-1.65366686443422,1.29773570449763,1.98473329481185,3,1,0,1.08048440906601,3.593533331977,1
-0.228977288087283,0.383964852523929,-0.211671461632718,0.874964827647424,1,0,1,-0.569593110920348,1.19541005649016,0
-0.22896116979833,0.177954873422076,-0.3391936896778,0.423809392591759,1,0,0,0.41985034044819,1.81625030214078,0
1.55131034128527,-1.93772462359569,1.62184560626765,1.43285548684493,3,0,0,1.23660934293229,3.38447393131078,1
0.754340323470654,-0.972314497904985,0.693143362835445,0.759949414020797,3,0,0,0.487894225739652,3.49451279729558,1
-0.460005685687536,0.383287772495933,-0.256240261689204,-2.6682191321175,1,0,0,0.000273189730331141,-0.720815449813354,0
0.53356769462676,-0.273040978463656,0.715166362268618,0.403216414544344,3,0,1,0.642692897413319,-2.12620170889479,1
-0.454059475871248,0.645144647389502,-0.466625162096047,-0.957466633556158,1,1,0,1.2929682194147,0.294003873511257,0
-0.456329361119818,0.79290417821082,-0.672975322627691,-0.0499955681553457,1,1,0,-0.0419029196560233,0.0110504677112566,0
0.238453283744343,-0.000293297553363641,0.15844610561827,-0.444725825894259,2,1,0,0.652587962011966,-0.209592281174148,0
-1.87747432679684,1.81498476778111,-1.8796178330104,-0.1393325000605,0,1,0,0.998805897551293,0.265458187765475,0
-1.69254793190391,1.69514201077448,-1.83819674206554,-0.41793256442203,0,1,0,-0.219340390859002,-3.46646506551439,0
-0.551125775915901,0.480522703928058,-0.715735102062095,0.290293889529055,0,1,0,1.17361493723328,-3.83050951794506,1
-0.993450765781683,0.881472957827809,-1.00109609462096,-0.360155381212244,0,0,0,-0.42582974051068,-0.125663742919023,0
0.309419755178566,-0.689210918985112,-0.0754256318470026,1.26679608304989,2,0,1,1.07764990751205,-1.17997733201141,0
-0.890555561074951,0.90818188136675,-0.971307596711052,1.85147929105472,0,0,0,0.942391507344247,0.44041157371696,0
-1.38563635855425,1.15983742593721,-1.10125722870333,2.46051776421819,0,1,0,1.11741389492784,3.76492618544117,0
1.43981787585416,-1.48400994468616,1.42113984266219,0.147461462709385,3,1,0,-0.370923029187973,0.17905546875499,1
-0.220753024441883,0.650461214783362,-0.00614416882976484,-0.331281143775608,1,0,0,0.598851392183902,0.15740157990284,1
0.0672011598891316,-0.172903375335256,0.181123867887455,-0.363567257127511,2,0,0,-0.434096985238497,-4.95939565643635,0
-1.39785383707672,1.47024876104944,-1.12721600232225,0.983074324767475,0,1,0,1.18547756997738,9.92324582501563E-05,0
-0.533547582105088,0.72771575599537,-0.609044485236049,1.04455543519596,0,0,0,1.01054240687232,1.33892483865631,0
0.109803965243611,-0.0576655191877676,0.154741366329919,-2.26214851404095,2,0,0,1.1063096516371,0.155398595342521,1
-1.12909292924673,1.21447148025027,-0.98609276646531,0.158826711389886,0,0,0,-5.81520490081754,-0.828372151758205,0
0.369749486838543,-0.453400588245922,0.659177393831247,-1.74512540720102,2,0,0,1.25916854583348,1.77531942104119,1
-0.588777353018558,0.555211158439198,-0.571011865645682,0.540456462493008,0,0,0,0.252459044897892,4.19139918528638,0
-0.285468039088568,0.0978417678140375,-0.357712720169047,-0.404712255273109,1,0,0,8.56248358311559,-0.442061990062,0
-0.589825794799882,0.773197199437618,-0.532573316010986,-0.913009783404028,0,0,1,1.0831608341618,-1.03283156453642,1
1.81939458210905,-2.21658481616149,2.05683498929033,0.718777669662103,3,0,1,0.771318740335863,-0.171468698862939,1
-0.0123462423115788,0.2065299107438,0.247163380664586,-1.37196756229027,1,1,0,1.08344782627644,-3.43889480548429,1
-1.03751189834711,0.779290110605814,-1.00886932295391,0.408577969716953,0,0,0,-0.132953914161554,2.18336556548577,0
0.808445212757444,-0.63636481765418,0.593849118893006,-0.520337427609757,3,1,0,1.09488756136124,3.313429368782,1
-1.19766883009853,1.1546955327228,-1.20350248102945,-0.122497858829029,0,0,0,4.83825002672607,0.100881923453363,0
0.205958377449023,-0.460502863713035,0.167827519164339,1.28563540423239,2,0,0,1.14842752106638,0.777167412555242,0
-1.92301798397535,2.08584149337839,-1.50140727125201,-0.51981613260083,0,0,0,1.13313405642569,0.203256184825505,0
-1.30305314019936,1.52079454164945,-1.26433089721369,0.602617380660638,0,1,0,0.883913325879634,-0.0746516854701503,0
0.194174959622239,-0.000293297553363641,0.440428658257684,0.33134008477284,2,0,1,0.558262591935643,0.0980694640540585,0
0.725900597468951,-0.600466222237881,0.634989236760513,0.392773892256739,3,1,0,0.304018560683718,1.5964894877969,1
0.169147035259275,-0.634716456700314,0.104387788904575,-0.108507601723718,2,0,0,0.506578477518479,1.25014788914666,0
-0.11263390910602,-0.151848323406615,0.0245046584598167,0.827881285307356,1,0,0,0.829501409570168,-3.03228971015551,0
-0.294706333142994,0.560566305136232,-0.162064845723813,0.633590934545774,1,0,1,1.48589810677419,-0.0019897290975949,0
-1.45064672515159,1.44014977978464,-1.51093150469877,-0.936624060924261,0,1,0,0.254837728674138,-0.0435762706929834,0
-0.705808381301153,0.347076349302447,-1.34470190120371,-0.257494518170616,0,1,0,0.330340150600738,0.673844444173771,0
-0.451331245785145,0.320377008797461,-0.62660893995592,1.03422249192363,1,1,0,0.726917038673821,6.22116385327191E-07,0
1.0387434794294,-1.25190925240384,1.08881521000412,-0.150139232442375,3,0,0,1.08052382045504,-0.138068332646247,1
0.33825494116797,-0.381593441343646,0.0326628610790142,-0.24809467148616,2,0,0,7.85783805428354,0.370991554896332,1
-1.72997484552891,1.69682178477245,-1.79950214231713,0.724004931442819,0,0,1,1.15236764838354,-0.000675700258113739,0
0.319076956742797,-0.292535621021073,0.364226528916328,0.495005516199711,2,1,0,1.24073974891139,-0.591139356807016,1
-0.377153020693041,0.371010291335379,-0.960821498804854,2.44972340330737,1,0,1,1.14943505426409,2.49408167231023,0
-0.663669139653533,0.952246766136691,-0.738260302704463,-2.02005867219177,0,0,1,0.964798759510407,-2.38780404546375,0
0.601423154312113,-0.532472370893895,0.341188226315448,-0.0243168483160745,3,0,0,1.18260690146699,-4.620138010482,1
1.01309729360422,-0.947711211176547,0.547780642131473,0.948963661488409,3,0,0,1.267060967047,-1.85944713821867,1
0.915196924003309,-0.705009989112682,0.689510662398153,1.36433742296017,3,0,0,3.69195656647618,-1.56629774609763,1
-0.823004145074778,0.763687181367799,-1.042471172868,-0.0504742574147505,0,0,1,0.887057167690905,0.0024902979335693,0
-0.302667098728354,0.0547232335290509,-0.217515559435012,-1.41756468404059,1,1,0,0.902352489856938,0.0830488244897841,0
0.32612545443103,-0.0928860144827477,0.41654145704357,1.63704562544252,2,0,0,-0.000405390351160166,-0.00528943954349804,1
0.958654470852916,-0.000293297553363641,0.998170638337364,-0.239427023289088,3,0,1,0.939483153117062,-1.06418074650699,0
-0.469528597527269,0.507701906790709,-0.590432816482489,-0.323627180691057,1,1,0,2.24988518168514,-2.04975988870341,0
-0.181367501699766,0.0568926097898683,-0.254566437338593,1.49282240811989,1,0,1,-0.000316022992921671,-1.28362924108167E-05,0
-1.08524896676669,0.986550675159081,-1.253930172304,-0.983639129928965,0,0,0,0.850964487275304,0.0122620951297395,0
-1.17348122107978,1.37149272901128,-1.49308900624332,0.453006170819173,0,1,0,1.75046915860601,-0.307941006145233,0
0.798608886502667,-0.621847212194952,0.520764275442954,-0.954139274558901,3,0,1,0.751224908100779,-0.897510489237659,1
1.33240491754436,-1.20932175157097,1.03313990318767,-1.22549806843889,3,0,0,0.829465943823285,-3.04241986687446,1
-0.0697917748071542,0.229558336579607,0.1649177500496,-0.0792540544478108,1,1,0,-18.0722091942498,-4.38897371104191,0
0.986131702061583,-0.897666856791028,0.905348324943328,0.163744092091257,3,1,0,0.800586864397668,-2.52612589649649,1
0.355944005713062,-0.339858975392903,-0.0716990350985291,1.51346295120465,2,0,0,1.02117480778897,0.597607722454423,1
-0.632447015345448,0.611335218224728,-0.669976979230234,0.864515868145161,0,0,0,1.8817626276791,-0.154451095950293,0
0.355707971792368,-0.122528822354707,0.136476018222847,-1.16821660981458,2,0,0,0.000704550453728996,-4.35633928408011,1
1.51088520973306,-0.000293297553363641,1.46704850004685,-0.903795541068909,3,0,0,1.05339093093754,3.29350913897506E-05,0
-0.034267745105232,0.10803435714927,-0.196464214470865,-0.188002523234553,1,0,0,0.608524267439584,0.00213195096145928,1
1.53700694525185,-1.73853007274602,1.68873312680232,0.425995920008717,3,1,0,1.02057187531711,-0.0143922750500136,1
-2.57105219132793,2.50073503376479,-2.36207043306899,-0.595813251079982,0,0,0,0.00156552703278697,-2.43197970554869,0
0.80781452352475,-0.876946528421507,0.88468803012872,-2.6682191321175,3,1,0,0.958301917194834,0.697753047124184,1
0.0863639696432359,-0.25182368718185,-0.228161354599769,-1.25699301009861,2,1,0,0.986691053117258,0.285840710501084,0
-0.292648228547117,0.458936824259135,-0.415393278796663,-0.328473333813231,1,0,0,1.18253837479719,-0.0469979942526486,0
0.0909916927227875,-0.36605537877679,0.188601618006265,0.919031384121105,2,0,1,0.753710435837176,-0.0684548036038811,0
-1.95040785826706,2.01730722378899,-1.74747571775279,-1.24443981392463,0,1,0,1.40714613579386,-1.67683261659866,0
-0.214759965575897,0.245225242861314,-0.267521264301305,1.08278890290872,1,1,0,1.70228731694449,0.68622455551401,0
0.351503066858369,-0.726163185884332,0.484339578025353,-1.07712652349295,2,1,0,1.82950997917401,0.0423935305752229,1
1.45183977919501,-1.57820182379374,1.53145732863201,-0.0796707578912357,3,0,0,0.50160098819569,-2.93035075644552,1
-0.507911407733927,0.570451421184355,-0.180964219807147,-0.0997100699362132,0,1,0,3.16732993563024,-0.0733526222874686,0
-0.792840675841137,0.897279858260055,-0.74630426992425,0.480284352449252,0,0,0,2.00893639327651,2.75381119527263,0
-0.491699458498813,0.461268977426646,-0.39022731829256,-0.907568536800277,0,0,1,1.1588790973242,-0.00418878865089054,0
0.89960856151535,-0.78728911120126,0.936211294059077,-1.81774838171277,3,0,1,1.19921867517787,-0.218889463734034,1
0.323658961261736,-0.35523592541582,0.58413492403494,1.10941313073801,2,1,0,0.666350538983649,0.126373519814814,1
-0.519191798393991,0.533304838577556,-0.336618209100438,-2.13232936443688,0,1,0,1.15932630578283,-1.07721943131823,0
0.504809425978452,-0.468249580664733,0.196771512941307,-0.330821750724723,3,1,0,0.872437191069668,0.000641022424960492,1
0.0962114795023907,0.0864025196610419,0.0643555213415269,1.47494486046922,2,1,0,1.1771166355659,0.206405140990503,1
0.951880203262953,-1.11304603185447,1.10270397940429,0.250133394021413,3,0,0,0.566697084765285,1.87467611558597,1
-0.688341803806417,0.605947158593221,-0.674302140137238,0.397494437698518,0,0,0,12.5210789589154,0.301553988132157,0
-0.320780317559609,0.192612728712393,0.0114929789755876,0.418298757984845,1,0,1,0.671260019329108,-0.0623925315951643,1
-0.384050730790948,0.325209647325152,-0.094411343609644,0.936830609052069,1,1,0,-0.00144912065519514,0.808006600193341,1
-1.43591343422066,1.75706214418791,-1.47689649531467,0.00766166820313364,0,0,1,-0.0919189259856884,2.64978071140816,0
0.291623364746171,-0.185156321544969,0.599510244002447,-1.13560560244186,2,0,1,1.58758771028876,-0.000393092812231128,1
0.257197998950555,-0.49273593698126,0.16565530463315,1.95698593179563,2,1,0,0.955386312467562,-5.02297160112954,1
0.005924951898508,-0.12843697953745,-0.577437992753026,0.0727627402029877,2,1,0,0.833484351547611,2.31691272885544,0
-0.22940313432072,0.308579883660628,-0.329090490558202,0.19671473446194,1,1,0,1.37051124377074,-1.54122285616276,0
-1.38864745177598,1.23920153634707,-1.50339522198883,0.136596232790875,0,1,0,1.32697653282236,-2.14969401638777,0
-0.412067338991209,0.274810034172485,-0.151671385517387,-0.78982492469909,1,0,1,1.1502826894434,-0.290659826583879,0
-0.335558109338076,0.613008083942272,-0.347248201553329,-0.445844200048421,1,0,0,0.765989816493502,-0.069911149891266,0
-0.7867377375625,0.681321683738803,-0.430305546706582,1.71911798051756,0,0,0,0.888346809058357,1.12740483573934,0
-0.1574388421732,0.351923533547615,-0.141248589924592,-0.867729349582297,1,0,0,1.6055780486773,-0.0549098815886729,1
0.397585126355622,-0.156391358611105,0.169785897098384,-0.00489720410629471,2,0,1,1.278260798809,-3.78962423454716,1
1.85268377042045,-2.04785441752681,1.89304237419206,0.360506911498684,3,0,1,1.33750793271018,0.106988325309521,1
0.172298020156248,-0.357203927636188,0.0668037649627718,0.220767890225112,2,0,1,0.693458740307854,0.212630386835605,0
0.25375705186874,-0.317165477710279,0.44134526678543,0.358977661363488,2,1,0,0.456462288004883,1.30289133758188,1
-0.0721831363976034,-0.146625022857684,-0.18028128613736,1.22087419049856,1,0,1,-0.000606000225485613,-0.0416186832888165,0
-1.88286513377147,1.95247375908369,-1.67506586123575,-0.74529607046814,0,0,0,1.5768271697133,-2.92444681132847,0
-0.0251254494910244,-0.0171699646697246,-0.0223258193053092,-1.73612339701886,1,1,0,1.18040024519513,0.00659951776269084,0
0.0600362916804251,0.00949546028220888,0.136858752507079,0.51691305978443,2,0,0,0.857185649064763,-2.24324349890769,1
2.41921359761124,-2.19975878894192,2.73169568550188,-1.86290477606909,3,0,0,1.14882466125963,-4.64938287375868,1
-0.187947235347454,0.355584817385327,-0.252890958537888,0.394798238935672,1,0,0,0.642782966606625,0.909168142250391,0
0.296951432079904,-0.207416672507373,0.0096412951654906,-1.48823386749178,2,0,0,1.98680264648715,-0.0362008755616925,1
-0.0331738016713699,-0.363168001391567,0.326100926418583,-0.162025678648812,1,0,0,1.46362362624049,0.000738422094643212,0
-1.14645479795856,-0.000293297553363641,-0.869344014604735,0.0735132754978298,0,0,0,0.824647900150556,0.183119264503106,0
1.12288075848284,-0.805674388050451,0.725554278995722,0.429737319060005,3,1,0,1.21539375418601,-0.0389789022994079,1
0.739121401555364,-1.36483528866307,0.736072789707153,-1.07497175581902,3,0,0,0.719622128576417,-3.73156402605943,1
0.777507092170624,-0.659639178896147,0.647687270484155,1.80397996782726,3,1,0,0.999787634384197,-0.619998955482541,1
-0.89189407023426,0.880453461665322,-0.920727410424422,-0.624569695434588,0,0,0,-0.251924851609524,-1.17424773033657,0
1.37810997890247,-1.58489728573989,1.43983898100736,1.66395679967326,3,0,0,1.43538421620691,4.5529778276998,1
-1.37537439205643,1.56922805561961,-1.360362410284,0.566385411489516,0,0,0,0.029306289771252,0.578830668277969,0
0.577056699185839,-0.248886891533518,0.453018006660174,0.499543149647505,3,0,1,0.832085493811219,-0.00441542545268757,1
2.15140315187537,-2.05040115771798,1.68100917242261,-2.245682338236,3,1,0,1.03201539638673,-3.43394633125348,1
-0.971562661594876,0.919474365700896,-0.507342210118006,-1.17448760145625,0,1,0,1.45159087075614,-2.3361504590454,0
-0.555062824116027,-0.000293297553363641,-0.817877982066206,0.32270760240457,0,1,0,1.29513553939216,1.28657999957602,0
0.0987383449232756,-0.0736246556538226,0.191554971088888,-0.354236915535907,2,1,0,1.1667076538652,3.7005936049333,1
-0.493386718957132,0.679819865484271,-0.421646558752573,0.0715833367376456,0,0,0,1.32056691044128,-4.24827685077389,1
-1.52147219610883,1.47985737991591,-1.21609191803885,0.985078388809668,0,0,0,0.886745810504608,2.8957516765257,0
0.0682170542244449,-0.000293297553363641,0.290104745422821,-0.197441925886509,2,0,0,0.00357973767011104,-0.0688933344710248,0
-1.04202090372882,1.63425282647512,-0.979757046856778,0.287925114049411,0,0,0,4.07915977794202,-0.964951987451585,0
0.46585815596595,-0.261912704246623,-0.0212581115512376,2.38658343477767,2,0,0,0.959345043299452,-2.59427000342545,1
-0.901747763531494,-0.000293297553363641,-1.20558263143268,0.0971057652528723,0,0,1,0.535172846301908,0.844129907544647,0
1.52256601359041,-1.85579275387581,1.61145875314242,-1.97721029178834,3,0,0,1.01426557531786,-0.00112228562303938,1
-0.768060786986838,0.643302515773719,-0.651985105125641,1.02794487810718,0,1,0,0.956662072364802,1.54181704788274,0
-0.315281851194985,0.33660861429527,-0.393864512898787,0.500548868596864,1,1,0,0.851785384686861,-0.843358178385174,1
0.799582196924006,-1.0224479391567,0.430670711180082,1.31134455423415,3,0,1,1.01816908977378,0.24100527313418,1
-1.20750670434485,1.55802652730337,-1.09570453410037,-0.0268012946442616,0,0,1,0.813889449973239,-2.29484297782034,0
0.224215491494016,0.0524751203104124,-0.341801318004452,-1.52408321375945,2,0,0,1.3487342536873,-2.84694572755335,1
1.2842032523085,-1.42501773848152,1.03906159813769,0.375936080283185,3,0,0,0.706280126984782,-2.02955458520157,1
-1.57725551985814,1.97389376006541,-1.19791750375381,0.347107683817095,0,0,1,0.170747098311066,1.23805395808569,0
0.182170628268934,-0.189089446978412,0.428444038022541,1.17854034907494,2,0,0,1.11484971821872,0.159945849558086,0
0.256046908802108,0.257119648490597,0.311135004445367,0.975099473887417,2,0,0,0.842975360660159,-1.53399784857209,0
0.768466004462098,-0.759983237349897,0.661181262638315,0.255952070671417,3,0,1,9.00907071068365,-0.0618019619512898,1
-1.21348207368544,1.35804865446959,-1.60933819405755,1.21609245729651,0,1,0,1.12911275620265,0.771482188328036,0
-1.2954647010655,1.60782469091475,-1.47728951719621,1.01144927489839,0,0,0,0.933564820118158,-0.402981711785274,0
0.513325329095422,-0.270518202288699,0.405762264028271,0.50287532128191,3,0,0,1.74687078760716,3.13127807336409,1
0.29247199301229,-0.198501003975257,0.194278234507919,1.92903880231253,2,1,0,1.07450915331171,2.98545202902473,0
0.246828251776149,-0.282899965868883,0.244598018890374,1.27544764541426,2,0,0,1.45240263318104,0.006540663708903,1
0.341033239047345,-0.24758468112695,0.618889442239821,-0.704927978680079,2,0,1,1.09520739254076,0.0979190612667212,1
-0.666715262564966,0.51750528639699,-0.668804511364316,-0.182508543216021,0,0,0,0.570121372856368,0.152704967359028,0
0.228921808521503,-0.205532713592367,0.220486899705788,0.736907677530733,2,0,0,0.885909612972338,-0.57774159895085,0
0.288631157562421,-0.520566950808853,0.405921828567951,1.45830674425702,2,0,0,1.02033058200339,-0.0990877044974852,1
-0.700415787794019,0.357916208664157,-1.01621530570493,0.145290316690768,0,1,0,0.631223752469177,-1.98751610998086,0
1.83264471519368,-1.8695746361408,1.69281714937683,0.862575190107906,3,0,0,0.379288426814387,3.21220524191006,1
