feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_1_encoded,category_2_Region B,category_2_Region C
0.488558102914135,0.55946071587206,-0.437471754089614,0.41083406679547,1.3632136143817,-1.15683972980158,-1.21868098219217,-1.10579673206249,1,2,0,1
-0.134837377264765,-0.0302202802016602,-0.000293297553363641,0.20120782536637,1.22423219300874,-1.30858312555206,-1.25531501059921,-0.958141407274549,0,1,0,0
0.636778485302921,0.680781393661658,-0.515016276843452,0.838285035647466,-0.429268171955803,1.02944454811408,1.11325663013822,0.73818186229075,1,3,0,1
1.49615224492007,1.29685863691166,-1.65366686443422,1.29773570449763,1.531700635374,1.81111624720537,1.98473329481185,1.67620766390414,1,3,1,0
-0.228977288087283,-0.24374372073508,0.383964852523929,-0.211671461632718,1.06130196505986,0.113702453293377,0.874964827647424,-0.199620485419244,0,1,0,1
-0.22896116979833,-0.341356164873834,0.177954873422076,-0.3391936896778,1.22009009057474,-0.17170461723401,0.423809392591759,-0.408966245092753,0,1,0,0
1.55131034128527,1.52150812448944,-1.93772462359569,1.62184560626765,1.50140223413054,1.07616718723569,1.43285548684493,0.870256393732115,1,3,0,0
0.754340323470654,0.844631025062339,-0.972314497904985,0.693143362835445,1.51750062429898,0.356859042359648,0.759949414020797,0.731427066632418,1,3,0,0
-0.460005685687536,-0.428466284017234,0.383287772495933,-0.256240261689204,-0.896619188378666,-0.000643378923173607,-2.6682191321175,-2.35506262403696,0,1,0,0
0.53356769462676,0.64155725978463,-0.273040978463656,0.715166362268618,-1.28588309726472,1.04575931112158,0.403216414544344,1.62715243210327,1,3,0,1
-0.454059475871248,-0.418982428463523,0.645144647389502,-0.466625162096047,0.664942896343183,-1.40055621902959,-0.957466633556158,-1.08321008822908,0,1,1,0
-0.456329361119818,-0.581311855111967,0.79290417821082,-0.672975322627691,0.222737608969317,-0.00956224071239524,-0.0499955681553457,0.228199867476794,0,1,1,0
0.238453283744343,-0.00991876011736106,-0.000293297553363641,0.15844610561827,-0.594007271631317,-0.460670964329505,-0.444725825894259,-0.705913978108376,0,2,1,0
-1.87747432679684,-1.85288909851528,1.81498476778111,-1.8796178330104,0.642685805963716,-0.669734227820681,-0.1393325000605,-0.670534915204871,0,0,1,0
